scanned sheet;ID;plant;position;morph;genotype;Fam;Rep;petioleLength;bladeLength;bladeWidth;bladeArea;bladePerimeter;bladeCircularity;perimeter_area;blade_petiole
15;171;2;6;P+;PH4_2015;;4;77.6;567.6;269.8;120272;2246;0.3;0.018674338;7.312569249
23;268;3;7;P-;M27;;5;184.2;728.7;623.5;356826;3376;0.393;0.009461194;3.955332765
23;269;3;8;P-;M27;;5;177.4;805.7;548.8;347260;3360;0.387;0.009675747;4.540430568
23;270;3;9;P-;M27;;5;202.8;465.6;410.3;150057;2084;0.434;0.013888056;2.295733466
24;274;1;1;P+;M31;;5;246.5;621.6;489.9;239176;2768;0.392;0.011573068;2.521469282
24;275;1;2;P+;M31;;5;166.2;657.6;390.6;201758;2718;0.343;0.013471585;3.956960715
24;276;1;3;P+;M31;;5;124.3;512.3;286.1;115116;1978;0.37;0.017182668;4.122041099
26;296;1;2;P-;M32;;5;168.4;649.7;432.0;220440;2782;0.358;0.012620214;3.85739053
26;297;1;3;P-;M32;;5;106.3;510.9;327.9;131588;2152;0.357;0.016354075;4.805479787
26;295;1;1;P-;M32;;5;331.5;335.4;253.0;66657;1494;0.375;0.02241325;1.011760696
22;250;1;1;P-;M34;;5;291.5;807.7;448.2;284306;2956;0.409;0.010397248;2.770575867
22;251;1;2;P-;M34;;5;166.5;815.7;360.5;230960;2874;0.351;0.012443713;4.899914703
26;301;3;7;P-;M36;;5;243.6;718.0;475.5;268167;2888;0.404;0.010769409;2.947464564
26;302;3;8;P-;M36;;5;200.9;716.2;378.8;213060;2732;0.359;0.012822679;3.564888422
26;303;3;9;P-;M36;;5;146.0;530.2;268.8;111934;2044;0.337;0.018260761;3.632089496
22;253;2;4;P-;M38;;5;167.6;802.4;478.5;301524;3038;0.411;0.010075483;4.786202988
22;254;2;5;P-;M38;;5;108.9;759.4;458.0;273183;2924;0.402;0.010703448;6.974725164
22;255;2;6;P-;M38;;5;70.1;670.2;372.5;196056;2502;0.394;0.01276166;9.562822818
19;224;4;11;P+;PH1_2014;;5;238.5;703.6;464.6;256776;2742;0.429;0.010678568;2.950568206
19;223;4;10;P+;PH1_2014;;5;288.4;675.8;457.4;242785;2608;0.449;0.010742015;2.343830956
19;225;4;12;P+;PH1_2014;;5;162.2;699.9;448.9;246761;2682;0.431;0.010868816;4.315821602
24;280;3;7;P+;PH1_2015;;5;239.2;817.2;468.8;300907;3374;0.332;0.011212767;3.416244079
24;281;3;8;P+;PH1_2015;;5;196.1;795.6;432.6;270288;3292;0.313;0.012179601;4.056882502
24;282;3;9;P+;PH1_2015;;5;144.2;703.2;313.7;173270;2700;0.299;0.015582617;4.877162198
22;257;3;8;P+;PH2_2015;;5;216.6;793.7;550.0;342843;3176;0.427;0.009263715;3.664309062
22;256;3;7;P+;PH2_2015;;5;372.0;583.2;474.0;217127;2448;0.455;0.011274508;1.567958059
22;258;3;9;P+;PH2_2015;;5;115.8;664.5;475.3;248063;2824;0.391;0.011384205;5.737907334
18;207;2;6;P+;PH3_2015;;5;225.8;673.7;431.3;228224;2750;0.379;0.012049565;2.983741098
18;205;2;4;P+;PH3_2015;;5;240.1;643.7;441.3;223078;2706;0.383;0.012130286;2.68053589
18;206;2;5;P+;PH3_2015;;5;282.6;611.8;445.8;214173;2654;0.382;0.012391851;2.164473032
19;220;3;7;P+;PH4_2015;;5;353.1;697.9;519.4;284705;3378;0.314;0.011864913;1.976371241
19;221;3;8;P+;PH4_2015;;5;211.0;774.2;492.3;299337;3684;0.277;0.012307199;3.670234653
19;222;3;9;P+;PH4_2015;;5;140.9;663.5;354.2;184586;3106;0.24;0.016826845;4.709347963
32;371;2;5;P-;M27;;6;177.8;370.4;346.7;100870;1706;0.436;0.016912858;2.083208206
32;370;2;4;P-;M27;;6;133.3;386.2;301.1;91325;1702;0.396;0.018636737;2.896549397
32;372;2;6;P-;M27;;6;96.0;375.8;298.1;87982;1710;0.378;0.019435794;3.916055352
30;346;2;4;P+;M31;;6;168.8;573.0;404.4;182010;2596;0.339;0.014262953;3.395066922
30;347;2;5;P+;M31;;6;127.7;544.1;326.1;139343;2342;0.319;0.016807446;4.260748015
30;348;2;6;P+;M31;;6;91.8;493.3;239.3;92728;2024;0.284;0.02182728;5.372073524
30;350;3;8;P-;M34;;6;206.5;577.5;319.6;144985;2164;0.389;0.014925682;2.796983742
30;349;3;7;P-;M34;;6;211.0;517.4;261.0;106060;1814;0.405;0.017103526;2.451603732
30;351;3;9;P-;M34;;6;136.1;486.7;193.0;73764;1680;0.328;0.022775338;3.575262261
27;308;1;2;P-;M36;;6;230.3;426.6;350.9;117572;1728;0.495;0.014697377;1.852787513
27;309;1;3;P-;M36;;6;157.6;419.8;303.5;100074;1590;0.497;0.015888243;2.664343875
27;307;1;1;P-;M36;;6;75.9;418.1;253.5;83232;1544;0.439;0.018550557;5.507832159
32;374;3;8;P-;M38;;6;253.7;535.5;366.3;154039;2136;0.424;0.013866618;2.110981014
32;373;3;7;P-;M38;;6;294.7;544.5;371.7;158955;2252;0.394;0.014167532;1.847457742
32;375;3;9;P-;M38;;6;153.7;522.8;321.4;131961;2182;0.348;0.016535188;3.401348019
32;367;1;1;P+;PH1_2014;;6;247.2;621.1;425.6;207604;2476;0.426;0.011926552;2.512101895
32;368;1;2;P+;PH1_2014;;6;208.9;675.1;410.0;217375;2648;0.39;0.012181714;3.231016642
32;369;1;3;P+;PH1_2014;;6;164.4;636.3;356.4;178130;2506;0.356;0.014068377;3.869749253
36;421;3;7;P+;PH1_2015;;6;64.0;723.5;413.0;234688;2782;0.381;0.011854036;11.30118713
36;423;3;9;P+;PH1_2015;;6;38.2;536.1;270.2;113766;2100;0.324;0.018458942;14.01757046
31;357;1;3;P+;PH2_2015;;6;215.2;752.1;620.7;366646;3202;0.449;0.00873322;3.494310975
31;356;1;2;P+;PH2_2015;;6;331.1;690.5;616.2;334203;3000;0.467;0.00897658;2.08550754
31;355;1;1;P+;PH2_2015;;6;292.0;396.5;356.8;111105;1798;0.432;0.01618289;1.357800553
31;363;3;9;P+;PH3_2015;;6;291.1;651.6;394.3;201805;2726;0.341;0.013508089;2.238074302
31;361;3;7;P+;PH3_2015;;6;231.1;583.3;416.3;190702;2688;0.332;0.01409529;2.523473092
31;362;3;8;P+;PH3_2015;;6;197.9;596.7;403.0;188861;2708;0.324;0.014338588;3.015652561
20;235;4;10;P+;PH4;;6;200.2;521.3;446.6;182872;2474;0.375;0.013528588;2.60434724
20;236;4;11;P+;PH4;;6;204.9;553.2;431.7;187575;2642;0.338;0.014085033;2.699284662
20;237;4;12;P+;PH4;;6;119.8;566.9;342.5;152466;2494;0.308;0.016357745;4.730780144
40;460;1;1;P+;PH4_2015;;6;90.0;573.0;390.7;175825;2480;0.359;0.014104934;6.367871789
40;461;1;2;P+;PH4_2015;;6;54.8;512.5;347.0;139670;2316;0.327;0.016581943;9.355074845
40;462;1;3;P+;PH4_2015;;6;54.2;489.6;283.6;109033;2088;0.314;0.019150166;9.036398538
27;313;3;7;P-;M27;;7;178.0;743.0;525.5;306664;3302;0.353;0.010767485;4.174299454
27;314;3;8;P-;M27;;7;120.5;392.6;315.9;97424;1788;0.383;0.018352767;3.25914581
27;315;3;9;P-;M27;;7;81.6;361.0;308.7;87525;1676;0.392;0.019148815;4.423539214
43;488;1;2;P+;M31;;7;260.8;942.0;648.6;479853;4102;0.358;0.008548451;3.611674942
43;489;1;3;P+;M31;;7;90.7;577.5;442.8;200854;2608;0.371;0.012984556;6.368180214
43;487;1;1;P+;M31;;7;267.8;619.9;361.6;176038;2512;0.351;0.014269646;2.315053555
29;335;2;5;P-;M32;;7;243.0;654.1;488.4;250897;2776;0.409;0.011064301;2.691449921
29;334;2;4;P-;M32;;7;322.5;614.4;484.1;233599;2612;0.43;0.011181555;1.905357171
29;336;2;6;P-;M32;;7;217.2;607.2;409.0;195064;2612;0.359;0.013390477;2.795886134
39;448;1;1;P-;M34;;7;238.8;749.2;500.7;294634;2932;0.431;0.009951329;3.137509789
39;449;1;2;P-;M34;;7;250.8;845.6;429.7;285385;3132;0.366;0.010974648;3.371196415
39;450;1;3;P-;M34;;7;94.3;689.6;307.4;166498;2610;0.307;0.015675864;7.313953612
38;442;2;4;P-;M36;;7;222.9;666.4;448.5;234745;2484;0.478;0.010581695;2.989637445
38;443;2;5;P-;M36;;7;146.0;755.7;387.3;229867;2642;0.414;0.011493603;5.17541829
38;444;2;6;P-;M36;;7;170.7;634.6;296.8;147931;2208;0.381;0.014925878;3.718488872
43;493;3;7;P-;M38;;7;229.7;912.6;571.4;409537;3464;0.429;0.008458332;3.97296556
43;494;3;8;P-;M38;;7;167.1;809.8;423.5;269333;2962;0.386;0.010997538;4.845437628
43;495;3;9;P-;M38;;7;90.6;782.6;380.3;233739;2864;0.358;0.012252983;8.635791843
29;331;1;1;P+;PH1_2014;;7;272.2;609.3;432.5;206963;2474;0.425;0.011953827;2.238320727
29;339;3;9;P+;PH1_2014;;7;263.0;778.8;610.9;373686;3296;0.432;0.008820239;2.961375104
29;337;3;7;P+;PH1_2014;;7;272.3;493.3;274.0;106141;1710;0.456;0.016110645;1.811805367
29;332;1;2;P+;PH1_2015;;7;262.4;637.7;435.4;218086;2520;0.432;0.011555075;2.430304878
29;333;1;3;P+;PH1_2015;;7;236.1;698.7;421.3;231174;2704;0.397;0.011696817;2.959713461
29;338;3;8;P+;PH1_2015;;7;246.3;501.9;330.9;130447;2176;0.346;0.016681104;2.037909054
28;323;2;5;P+;PH2_2015;;7;220.8;630.9;384.0;190263;2580;0.359;0.013560177;2.857542115
28;324;2;6;P+;PH2_2015;;7;189.5;695.7;335.5;183326;2630;0.333;0.014346028;3.670206648
28;322;2;4;P+;PH2_2015;;7;226.5;617.9;302.6;146832;2392;0.322;0.016290727;2.727796467
28;326;3;8;P+;PH3_2015;;7;214.0;665.9;468.9;245243;2884;0.371;0.011759765;3.111708167
28;325;3;7;P+;PH3_2015;;7;278.1;688.8;409.0;221257;2806;0.353;0.012682085;2.477001305
28;327;3;9;P+;PH3_2015;;7;192.2;617.4;360.0;174600;2462;0.362;0.014100802;3.213320704
38;445;3;7;P+;PH4_2015;;7;213.2;663.2;528.7;275383;3048;0.372;0.011068221;3.110335739
38;446;3;8;P+;PH4_2015;;7;149.1;687.4;458.2;247337;2916;0.366;0.011789583;4.609987727
38;447;3;9;P+;PH4_2015;;7;101.6;645.6;359.8;182428;2604;0.338;0.014274125;6.352387231
44;505;3;7;P-;M27;;8;142.0;612.3;519.8;249964;2820;0.395;0.011281625;4.311624566
44;506;3;8;P-;M27;;8;126.3;571.3;358.5;160879;2432;0.342;0.015116951;4.523170104
44;507;3;9;P-;M27;;8;100.8;534.1;326.3;136875;2226;0.347;0.016263014;5.300550786
42;482;3;8;P+;M31;;8;220.8;730.5;429.5;246402;2986;0.347;0.012118408;3.308908729
42;481;3;7;P+;M31;;8;214.3;695.1;425.7;232407;2854;0.359;0.012280181;3.243674578
42;483;3;9;P+;M31;;8;148.7;572.1;360.3;161888;2516;0.321;0.015541609;3.84592734
33;389;4;11;P-;M32;;8;206.5;552.2;353.4;153265;2230;0.387;0.014549962;2.674664833
33;388;4;10;P-;M32;;8;133.0;403.8;205.2;65069;1554;0.339;0.02388234;3.036427352
33;390;4;12;P-;M32;;8;82.5;350.6;166.4;45823;1372;0.306;0.029941296;4.251588726
43;496;4;10;P-;M34;;8;308.6;705.8;456.5;253050;2770;0.414;0.010946453;2.287278655
43;497;4;11;P-;M34;;8;254.2;792.2;359.7;223767;2838;0.349;0.012682835;3.116501761
43;498;4;12;P-;M34;;8;183.7;759.7;328.3;195900;2796;0.315;0.014272588;4.136106014
42;475;1;1;P-;M36;;8;207.5;684.2;467.6;251260;2912;0.372;0.011589588;3.296999311
42;476;1;2;P-;M36;;8;150.0;679.9;388.7;207598;2748;0.345;0.013237122;4.532322788
42;477;1;3;P-;M36;;8;103.5;455.9;265.2;94969;1824;0.359;0.019206267;4.40699248
34;394;2;4;P-;M38;;8;257.1;643.0;559.5;282548;2936;0.412;0.010391155;2.500637765
34;395;2;5;P-;M38;;8;173.7;582.2;358.4;163862;2322;0.382;0.014170461;3.351770714
34;396;2;6;P-;M38;;8;124.7;484.1;321.1;122091;2044;0.367;0.016741611;3.881899172
42;478;2;4;P+;PH1_2014;;8;217.5;683.5;408.8;219434;2656;0.391;0.012103867;3.142572728
42;479;2;5;P+;PH1_2014;;8;191.9;655.0;376.7;193795;2518;0.384;0.012993111;3.414089661
42;480;2;6;P+;PH1_2014;;8;111.2;560.5;301.6;132773;2088;0.383;0.015726089;5.038568038
35;407;2;5;P+;PH1_2015;;8;124.6;745.8;454.3;266130;3090;0.35;0.011610867;5.986098068
35;406;2;4;P+;PH1_2015;;8;192.3;785.5;418.4;258114;3078;0.342;0.011924963;4.085095539
39;452;2;5;P+;PH2_2015;;8;177.1;599.0;373.5;175699;2458;0.365;0.013989835;3.381437072
39;453;2;6;P+;PH2_2015;;8;141.4;567.0;327.7;145929;2384;0.323;0.016336712;4.008986524
39;451;2;4;P+;PH2_2015;;8;215.3;484.1;300.0;114060;1868;0.411;0.016377345;2.248385988
44;499;1;1;P+;PH3_2015;;8;226.6;610.8;459.5;220469;2978;0.312;0.013507568;2.696182027
44;500;1;2;P+;PH3_2015;;8;188.6;620.1;417.0;203081;2782;0.33;0.013698967;3.288217109
44;501;1;3;P+;PH3_2015;;8;133.5;581.6;348.4;159127;2508;0.318;0.015760996;4.356410352
44;503;2;5;P+;PH4_2015;;8;201.5;605.6;436.8;207764;2770;0.34;0.013332435;3.005494233
44;502;2;4;P+;PH4_2015;;8;223.8;682.7;317.0;169949;2534;0.333;0.014910355;3.051016532
44;504;2;6;P+;PH4_2015;;8;141.3;594.1;349.0;162855;2440;0.344;0.014982653;4.204195299
46;532;4;10;P-;M27;;9;131.9;664.8;511.6;267146;2900;0.399;0.010855487;5.042167213
46;533;4;11;P-;M27;;9;204.7;632.6;388.3;192950;2680;0.338;0.013889609;3.090290499
46;534;4;12;P-;M27;;9;135.5;564.3;346.3;153485;2498;0.309;0.016275206;4.166101895
41;472;1;1;P+;M31;;9;273.2;791.9;489.7;304589;3246;0.363;0.010656984;2.899074877
41;473;1;2;P+;M31;;9;122.1;794.6;449.8;280719;3086;0.37;0.0109932;6.507797271
41;474;1;3;P+;M31;;9;156.0;688.7;444.4;240398;3024;0.33;0.01257914;4.414369953
37;430;2;4;P-;M32;;9;268.9;706.3;544.3;301920;2892;0.454;0.009578696;2.626734555
37;431;2;5;P-;M32;;9;215.4;671.6;479.8;253069;2750;0.421;0.010866602;3.117805714
37;432;2;6;P-;M32;;9;83.7;595.5;391.3;182991;2424;0.391;0.013246553;7.117874177
47;542;3;8;P-;M34;;9;286.0;904.0;511.5;363204;3362;0.404;0.009256506;3.161394441
47;541;3;7;P-;M34;;9;478.7;673.5;541.7;286551;2772;0.469;0.009673671;1.406779909
47;543;3;9;P-;M34;;9;304.9;780.3;399.3;244679;2938;0.356;0.012007569;2.559022426
39;458;4;11;P-;M36;;9;91.2;703.3;446.9;246833;2682;0.431;0.010865646;7.708709663
39;457;4;10;P-;M36;;9;176.2;693.2;441.1;240148;2632;0.436;0.010959908;3.935202057
39;459;4;12;P-;M36;;9;78.3;655.8;332.0;170980;2328;0.396;0.013615628;8.372363516
47;544;4;10;P-;M38;;9;331.6;798.1;619.6;388372;3246;0.463;0.008357966;2.406373625
47;545;4;11;P-;M38;;9;276.6;781.9;506.7;311127;3008;0.432;0.009668078;2.826510397
47;546;4;12;P-;M38;;9;193.1;737.9;491.3;284733;2910;0.423;0.010220101;3.820805327
47;535;1;1;P+;PH1_2014;;9;261.1;683.2;466.1;250131;2708;0.429;0.010826327;2.616827978
47;536;1;2;P+;PH1_2014;;9;233.0;739.8;440.4;255874;2808;0.408;0.010974151;3.174643838
47;537;1;3;P+;PH1_2014;;9;126.3;719.1;421.6;238084;3118;0.308;0.013096218;5.693371128
46;523;1;1;P+;PH1_2015;;9;281.7;712.6;480.0;268610;2850;0.416;0.010610178;2.52940383
46;524;1;2;P+;PH1_2015;;9;228.5;773.4;404.0;245401;2806;0.392;0.011434346;3.383923375
46;525;1;3;P+;PH1_2015;;9;127.7;669.3;378.9;199181;2634;0.361;0.013224153;5.239269807
45;515;2;5;P+;PH2_2015;;9;230.1;814.3;440.4;281667;3092;0.37;0.010977502;3.539633828
45;516;2;6;P+;PH2_2015;;9;128.3;742.0;395.5;230484;2784;0.374;0.01207893;5.785041556
45;514;2;4;P+;PH2_2015;;9;258.4;563.6;439.2;194416;2412;0.42;0.012406386;2.181383611
35;412;4;10;P+;PH4_2015;;9;241.2;713.8;457.2;256285;2984;0.362;0.011643288;2.959504619
35;413;4;11;P+;PH4_2015;;9;221.6;614.9;381.8;184393;2434;0.391;0.013200067;2.774649031
35;414;4;12;P+;PH4_2015;;9;142.1;611.9;347.2;166860;2458;0.347;0.014730912;4.304784016
50;577;3;7;P-;M27;;10;112.2;720.8;579.5;328069;3182;0.407;0.009699179;6.42668759
50;578;3;8;P-;M27;;10;103.6;533.1;444.8;186206;2476;0.382;0.013297101;5.144998456
50;579;3;9;P-;M27;;10;94.7;460.4;400.0;144663;2042;0.436;0.014115565;4.859511546
49;559;1;1;P+;M31;;10;269.5;640.9;483.9;243576;2794;0.392;0.011470752;2.377839202
49;560;1;2;P+;M31;;10;178.4;680.8;384.4;205511;2680;0.36;0.013040664;3.816671152
49;561;1;3;P+;M31;;10;124.8;587.0;326.4;150473;2300;0.357;0.015285134;4.70450101
45;520;4;10;P-;M32;;10;270.6;660.8;507.3;263301;2778;0.429;0.010550663;2.442430156
45;521;4;11;P-;M32;;10;233.7;620.7;438.1;213581;2562;0.409;0.011995449;2.65636208
45;522;4;12;P-;M32;;10;155.6;534.2;332.8;139608;2116;0.392;0.015156725;3.432278916
48;547;1;1;P-;M34;;10;381.3;886.4;565.5;393672;3420;0.423;0.008687435;2.324646203
48;548;1;2;P-;M34;;10;243.0;824.3;455.3;294739;3190;0.364;0.010823135;3.392827449
48;549;1;3;P-;M34;;10;191.2;750.9;364.7;215100;2820;0.34;0.013110181;3.926891257
49;564;2;6;P-;M38;;10;237.3;887.9;650.4;453541;4034;0.35;0.008894455;3.742012702
49;563;2;5;P-;M38;;10;314.4;572.2;286.9;128933;2094;0.37;0.016240993;1.819645907
49;562;2;4;P-;M38;;10;202.5;399.5;235.9;74009;1534;0.395;0.020727209;1.972886077
50;576;2;6;P+;PH1_2014;;10;173.7;712.1;465.6;260435;2756;0.431;0.010582295;4.099941275
50;575;2;5;P+;PH1_2014;;10;204.3;636.2;421.8;210740;2582;0.397;0.012252064;3.113317054
50;574;2;4;P+;PH1_2014;;10;89.2;431.4;311.9;105685;1738;0.44;0.016445096;4.834620169
51;583;1;1;P+;PH1_2015;;10;112.8;922.8;541.9;392736;3488;0.406;0.008881284;8.179509679
51;584;1;2;P+;PH1_2015;;10;172.8;827.3;436.2;283419;3136;0.362;0.01106489;4.788489142
51;585;1;3;P+;PH1_2015;;10;77.4;635.7;300.4;149991;2316;0.351;0.015440926;8.215606705
57;651;2;6;P+;PH2_2015;;10;199.3;744.1;587.2;343191;3028;0.47;0.008823075;3.732916637
57;650;2;5;P+;PH2_2015;;10;295.3;658.0;597.6;308835;2756;0.511;0.008923859;2.228671485
57;649;2;4;P+;PH2_2015;;10;305.8;442.4;414.4;143996;1930;0.486;0.01340315;1.446907314
49;568;4;10;P+;PH3_2015;;10;224.7;689.1;483.3;261579;3128;0.336;0.011958146;3.067193641
49;569;4;11;P+;PH3_2015;;10;184.2;597.1;519.0;243415;2926;0.357;0.012020623;3.242113607
49;570;4;12;P+;PH3_2015;;10;204.9;634.4;421.8;210153;2798;0.337;0.013314109;3.095307102
48;550;2;4;P+;PH4_2015;;10;236.0;696.8;469.0;256676;3192;0.317;0.012435911;2.952554884
48;551;2;5;P+;PH4_2015;;10;229.2;714.2;412.8;231537;3060;0.311;0.01321603;3.116112762
48;552;2;6;P+;PH4_2015;;10;149.0;648.1;293.2;149243;2512;0.297;0.01683161;4.349530201
52;598;4;10;P-;M27;;11;179.6;841.5;629.8;416219;3766;0.369;0.009048121;4.685069707
52;599;4;11;P-;M27;;11;162.3;865.0;639.6;434520;4104;0.324;0.009444905;5.329628283
52;600;4;12;P-;M27;;11;103.7;729.0;505.1;289215;3512;0.295;0.012143215;7.032141996
55;629;3;8;P+;M31;;11;271.7;816.0;464.6;297791;3196;0.366;0.010732359;3.003312319
55;628;3;7;P+;M31;;11;308.4;756.3;441.0;261946;2882;0.396;0.011002268;2.4521685
55;630;3;9;P+;M31;;11;111.5;755.8;383.7;227782;2926;0.334;0.012845616;6.777519727
54;613;2;4;P-;M34;;11;407.8;877.3;631.5;435176;3374;0.48;0.007753185;2.151420185
54;614;2;5;P-;M34;;11;262.1;981.3;545.7;420623;3650;0.397;0.008677604;3.744070079
54;615;2;6;P-;M34;;11;142.1;923.7;416.0;301783;3356;0.337;0.011120573;6.502217435
54;619;4;10;P-;M36;;11;186.0;668.9;523.7;275128;2728;0.465;0.009915385;3.595921637
54;620;4;11;P-;M36;;11;141.8;588.5;401.4;185535;2342;0.425;0.012622955;4.149986953
54;621;4;12;P-;M36;;11;145.8;474.6;263.4;98176;1768;0.395;0.018008475;3.255248808
55;625;2;4;P-;M38;;11;334.4;715.9;462.7;260192;3048;0.352;0.011714426;2.141141357
55;626;2;5;P-;M38;;11;255.6;595.9;393.3;184057;2360;0.415;0.012822115;2.331719896
55;627;2;6;P-;M38;;11;141.0;420.1;305.2;100693;1758;0.409;0.017459009;2.978919678
55;623;1;2;P+;PH1_2015;;11;446.5;836.1;449.5;295172;3108;0.384;0.010529454;1.872409754
55;622;1;1;P+;PH1_2015;;11;388.4;651.6;467.9;239477;2612;0.441;0.010907102;1.677927783
55;624;1;3;P+;PH1_2015;;11;299.2;795.0;466.8;291489;3180;0.362;0.010909503;2.656970604
53;609;3;9;P+;PH2_2015;;11;345.2;985.4;594.0;459760;3932;0.374;0.008552288;2.854338589
53;608;3;8;P+;PH2_2015;;11;405.1;816.4;502.0;321895;3172;0.402;0.009854145;2.01557767
53;607;3;7;P+;PH2_2015;;11;409.2;628.5;408.5;201653;2372;0.45;0.011762781;1.536145565
53;601;1;1;P+;PH3_2015;;11;180.9;600.5;475.6;224334;2950;0.324;0.013150035;3.320180676
53;602;1;2;P+;PH3_2015;;11;192.9;629.5;430.5;212818;2914;0.315;0.013692451;3.262864341
53;603;1;3;P+;PH3_2015;;11;197.6;615.3;380.3;183761;2682;0.321;0.014595045;3.113514799
57;647;1;2;P+;PH4_2015;;12;210.0;706.7;517.8;287416;3228;0.347;0.011231108;3.365272797
57;646;1;1;P+;PH4_2015;;12;252.8;700.6;464.0;255293;3102;0.333;0.012150744;2.770962868
57;648;1;3;P+;PH4_2015;;12;196.7;644.2;411.7;208309;2774;0.34;0.013316755;3.274716839
